Review_Time,Review_Text,rating
10 bulan lalu,"Tolong tukang parkir nya dikondisikan, masa parkir motor 2000 , di peraturan Pemda motor itu 1000",2
3 tahun lalu,Mie nya pedas mantap,5
setahun lalu,Pelayanan dan tempat cukup memuaskan.,5
5 bulan lalu,Ldr sama gacoan itu sakit bunddddd 😭,5
3 tahun lalu,Lagi ada diskon 50%,5
setahun lalu,Mantab,5
setahun lalu,"Jalan akses mudah, harga murah, enak, worth it intinya",4
9 bulan lalu,"Pelayananya udh lumayan, udh gak nunggu lama lagi untuk makananya",5
3 minggu lalu,meresahkan,1
setahun lalu,"Lebih nikmatan pas awal buka, banyak varian minumnya,, trus itu tanaman pada mati kasian",5
3 minggu lalu,Murah,5
setahun lalu,Tempatnya enak dan cukup murah. Rame banget tapi wkwk. Tempat juga cukup strategis. Cocok buat tempat tongkrongan pelajar.,4
2 tahun lalu,Tempat dan makanan yang sangat menarik perhatian.,5
9 bulan lalu,Teh terik my favoritossss,5
2 bulan lalu,Yang paling istimewa siomaynya,5
setahun lalu,"Rame banget, nungguin makanan dateng lama & jadi pesen minum lagi, di lantai 2 byk tempat yg panas kalo sore",2
4 bulan lalu,"Selalu ramai, makanannya enak2",4
sebulan lalu,Hehe,5
sebulan lalu,Mantull,4
2 tahun lalu,"Enak,murah,nyaman pas di kantong anak kos pelayanan juga cepat",5
2 tahun lalu,Wuenaaaakkkk rasanya,5
sebulan lalu,Antrian poll,4
sebulan lalu,Antri pool,5
9 bulan lalu,"Harga standart sama cabang yg lain,rasa tidak mantulll",4
9 bulan lalu,Pokok nya gacoan the best,5
sebulan lalu,Lama banget,1
4 minggu lalu,Terlalu lama menunggu,5
7 bulan lalu,"Masakannya enak, nama masakannya bikin penasaran",5
setahun lalu,Untuk tempat ngobrol asik iya tentu bagi anak muda kebanyakan dkt UNY dan Wisma UGM kalau mau ngajak pacar recomended 😎 tpi hati2 yg suka nikung ya hehehe,4
2 tahun lalu,Mie nya pedes manis gurih pokoknya enak nya nampoool,5
setahun lalu,"Mienya enak, toping mienya juga enak. Sayangnya antrian ojol dan pelanggan biasa nggak dibedakan (nggak tau sekarang udah dibedakan belum) jadi siap siap antri yaaa.",5
setahun lalu,"Sebenernya enak, tapi yg kemarin dimsumnya kebagian yg over cook. Terus mau nanya, kenapa di gacoan colombo ini gabisa bayar debit? Overall oke",5
9 bulan lalu,"Tempatnya luas life music tiap hari Kamis malam,",5
setahun lalu,"Menu makanannya enak, rekomendasi menu snack udang rambutan-nya enak. Tiap pesen menu mie iblis ataupun setan bakal dapet pangsit yang tipis tipis sama pangsit isi ayam 2 pcs. Tempatnya nyaman, apalagi lantai 2. Pelayanan terbilang baik dan cepat.",4
setahun lalu,"enakk dan beda banget mie nya, harganya juga bersahabat untuk dompet..
tempatnya always ruamee, antriannya sering ampe keluar, kalo mesen ini sih sering make jasa ojol saking pengennya tapi lgi sibuk dan gamau ngantri di jam jam …",5
10 bulan lalu,"Pas buat kantong pelajar, rasa enak dan tmpt jg nyaman",4
11 bulan lalu,Makanan dengan konsep mie level level pedas dan dengan snack berupa dimsum dan olahan pangsit goreng,4
2 tahun lalu,Rame banget. Sabar ya ngantrinya. Disini gaboleh bawa air minum dari luar.,5
5 bulan lalu,"Enak, tp antrinya lama",3
sebulan lalu,Ramai,5
5 bulan lalu,Jajanan favorit temen kampus!,4
10 bulan lalu,Masih terenak dibanding other similar,5
7 bulan lalu,Mienya enak. Pelayanan sudah lebih cepat,5
10 bulan lalu,Rame. Antre banyak,4
setahun lalu,"Mie paling favorite d jogja..
Enak dan banyak disc ..paling suka level 1 ,karena emang kurang trlalui suka pedes",4
setahun lalu,"Enak murah pula,10-12 ribuan udh dapet seporsi mie,dimsum juga murah sekitar 12 ribuan udh dapet siomay,udang keju, pangsit goreng",5
setahun lalu,Ini tempat selalu rame dan enak mie nya. Rekomen banget buat nyobain lumpianya gais.,4
6 bulan lalu,Selalu rame,4
5 bulan lalu,Enak mantap..pelayanan ramah,5
11 bulan lalu,Hot...hot...mantul mie nya...sukses buat gacoan,5
7 bulan lalu,Selalu ramai. Mie enak dan murah untuk rasa berkualitas,4
setahun lalu,Ini kayaknya hampir favorit semua mahasiswa ya Karena harganya murah dan juga rasanya tuh enak ini favorit Aku bgt bgt,5
9 bulan lalu,"Enak murah, gak nyesel lah makan disini",5
2 tahun lalu,"Rame bgt, harga oke. Toilet nya kurang. Pesanannya dateng lamaaa",4
setahun lalu,Enak,5
setahun lalu,"tempatnya nyaman, bisa di lantai 1 atau 2. rasanya enak dan penyajiannya cepat. paling recommended udang rambutan nya...",5
2 bulan lalu,Antrinya lama,4
2 tahun lalu,"Rasa biasa, nama menarik",1
2 bulan lalu,B aja,1
2 tahun lalu,Tak pernah sepi...antree teruss,5
5 bulan lalu,Tempat nyaman untuk penikmat mie goreng,5
2 tahun lalu,Makanan enak harga terjangkau pokonya mantul,5
11 bulan lalu,"pas dateng ke meja, mie-nya dingin :)) but dimsumnya kane🤘",3
2 tahun lalu,"Makanannya sih emang enak ya, dari segi tekstur dan rasanya mungkin bisa dibilang level menengah lah. Tapi yg saya sayangkan disini, service nya ke cust kurang banget. Saya sering makan gacoan entah itu dine in atau gofood. Kalo go food …",1
10 bulan lalu,"Tempat hening, sering gadapet tisu :(",3
setahun lalu,"Tempat luas, mie nya murah, semua harga sesuai kantong pelajar karena dekat kampus. Kebersihan kurang karena setelahpelanggan pergi sisa piring tidak segera dibersihkan, serta mie nya kadang terlalu berminyak padahal di cabang babarsari mie …",4
3 bulan lalu,Enak👍,5
2 tahun lalu,"Tempatnya bagus dan harganya terjangkau, pake pangsit lagi.",5
setahun lalu,Siomay Ayam nya terbaik sih,5
2 tahun lalu,pedasnya mantap,5
7 bulan lalu,Selalu rame,5
2 tahun lalu,Tempat yg gak pernah sepi..luarbiasa ramenya,5
2 tahun lalu,mantap tp harus sabar ya karna kadang antrinya banyak,5
7 bulan lalu,"Minya enak, apalagi dimsumnya hehhe",5
3 tahun lalu,Mie Iblis leve 0 sangat pedas versi atek pitak,5
2 tahun lalu,28 Mei kemarin adalah kunjungan kedua saya ke Mi Gacoan Colombo. Kunjungan pertama saya it's good walaupun kasirnya memang cenderung jutek dan kurang komunikatif. Tp kunjungan kedua saya kemarin benar2 membuat saya merasa perlu memberi …,2
2 bulan lalu,Seger,5
setahun lalu,"Disini tuhh selalu rame banget, buat tempat kaya nya kurang sih,,",4
11 bulan lalu,Tempat beli mie fav sih.. udang kejunya juaraa,5
setahun lalu,"Menu rekomendasi untuk yg suka manis adalah Mie Iblis, soalnya itu enak banget. Pedesnya nampol ga kaleng2. Abis itu bagian terbaiknya adalah pangsit gorengnya, juara banget",4
setahun lalu,Mie nya enak.. untuk tempat makannya juga nyaman buat nongkrong dan berbincang bincang. Pegawainya lumayan ramah walaupun ada yang sedikit tidak ramah.,4
2 bulan lalu,Enak,3
setahun lalu,"Jelas ramenya ?! Ya gimana, tempat nyaman gitu, instagramable, menu banyak, mie nya enak, esteh nya jg juara (kenthel), yg plg penting harga terjangkau",5
2 bulan lalu,Enak,3
9 bulan lalu,"Harga murah, enak, sayang lumayan ngantri",5
10 bulan lalu,Enak.laris..favoritnya pelajar dan mahasiswa...mati dicoba,5
4 bulan lalu,Miee favorite anak kuuu,5
setahun lalu,Mienya enak dan always rame.  Cuma kalo tempatnya penuh gaada pemberitahuan dari pihak gacoannya.  Jadi cari tempat duduknya agak susah,4
2 bulan lalu,antri,5
setahun lalu,"Nice place, nice foods. Tempat nyaman buat ngobrol rame2, rasa mienya standar yg bener2 gacoan malah pangsitnya.",4
9 bulan lalu,Tempatnya kurang luas dan nyaman aja si .,4
setahun lalu,Gak tau kenapa nagih gitu 🔥,5
3 bulan lalu,Gacoan colombo memang mantabbb...!!!!,5
2 tahun lalu,"Rekomendasi banget untuk rasa dan harga. Pedesnya oke, rasanya juga enak, harganya bersahabat",4
2 tahun lalu,"PENGALAMAN DIKATAIN "" MISKIN "" SAMA PEGAWAI GACOAN COLOMBO*

Pengalaman pertama ke mie gacoan colombo. …",1
2 tahun lalu,"PENGALAMAN DIKATAIN "" MISKIN "" SAMA PEGAWAI GACOAN COLOMBO*

Pengalaman pertama ke mie gacoan colombo. …",1
2 tahun lalu,Antriannya terlalu panjang. Dan peros jadinya juga nunggu lama,2
10 bulan lalu,Yang suka mie gacoan bisa langsung kesini.,5
2 tahun lalu,"Murah&enak,  tp antrinya lumayan lama",4
setahun lalu,"Bagi penyuka makanan pedas, tempat ini salah satu yang tepat untuk menguji seberapa tinggi level pedasmu.
Lokasi mudah sekali ditemukan, dekat kampus UNY, dan bersebelahan langsung …",4
setahun lalu,"Service bagus..
Cheking order oke",5
setahun lalu,"Tempatnya keren, apalagi di tingkat 2. Pelayannya ramah, menunya bikin candu, hehehe. Serius! Saya berawal dari coba coba makan  mie gacoan, eh jadi keseringan ke tempat ini. Salam💙",5
8 bulan lalu,Selalu ramai,5
setahun lalu,The best. Rasanya enak. Pedasnya juga mantap bgt dan bisa request pedas. Dimsumnya juga gakalah. Enak bgt pokoknya,5
setahun lalu,"Jagoan Mie, uenak :)",5
setahun lalu,Enak murah. Pas dikantong mahasiswa. Apalagi pangsit nya. Mantep dah,5
setahun lalu,Boleh laa hyung,4
2 tahun lalu,"Menu menu nya bikin nagih , ga ngebosenin , banyak promo , tempatnya nyaman",5
2 tahun lalu,"Level 1 mie iblisnya pedes, pangsitnya enak",4
5 bulan lalu,"Comfy, luas",5
11 bulan lalu,Mi terlalu kering buat saya tapi dimsum murah dan enak,3
setahun lalu,Penasaran krn setiap lewat selalu penuh dan antri. Rasanya mirip2 ind*mie goreng dengan mie yg lebih tipis dan pedas. Untuk porsi dan rasa seperti itu menurut saya sepadan dengan harganya. Walaupun rame/antri tapi nunggunya gak lama (±10-15 …,4
8 bulan lalu,Tempat nyaman,5
11 bulan lalu,"Pelayanannya oke, harga sesuai kantong mahasiswa 😅",4
setahun lalu,"rame bgt tp pelayanan cepet. mie murah tp kenyangggg ada pangsitnya pula enak bangett. gaada dimsum yg ga enak, semua harus dicoba. yg mahal disini cuma minumnya",5
2 tahun lalu,bikin sedih kalo liat perjuangan abang2 ini,1
setahun lalu,Level up... Yang suka pedes gak lengkap kalo gak pernah kemari,5
2 tahun lalu,Lama lemot konsumen banyak malah santai-santai.,1
setahun lalu,"Seperti cabang Mie Gacoan lain, disini harus siap antri, saingan sama babang ojol. Baik antri ketika mau pesan di kasir juga otomatis lama nunggu pesanan datang. Harganya murah meriah, rasanya oke buat yang suka pedas. Dimsumnya enak, favorit saya udang keju. Tekstur mie kecil, hampir mirip yamie.",5
2 tahun lalu,Pelayanannya lama kalau pas rame. Rasanya lumayan.,3
2 bulan lalu,Terlalu lama diresto,3
sebulan lalu,Lama😒,4
8 bulan lalu,Mantap okelah,4
setahun lalu,Termasuk salah satu mie di jogja yang murah banget tapi cukup enak buat harga segitu.. Sensasi pedesnya jg mantep.. Paling suka sama udang rambutan.. Tapi tempatnya emang kurang nyaman untuk ngobrol2. Jd emg tmpat ini untuk makan ya guys bkn utk nongkrong.. Hehe..,3
setahun lalu,Tempat makan yg enak menunya  bisa request level kepedasannya Tempatnya nyaman dan menarik ada beragam menu olahan mie dari mie setan hingga iblis ada dan lain lain …,5
setahun lalu,"Mie enak, harga mahasiswa. Hati-hati bagi yang tidak doyan pedas. Pesan level 0 saja",5
2 tahun lalu,"Spicy noodle, harga terjangkau",4
9 bulan lalu,Mantap dimsumnya,5
2 tahun lalu,Enak..,5
setahun lalu,"Well ewell ewell..
Mie angel, mie setan, mie iblis hemmmmm bikin nagih gengs..",5
setahun lalu,"Mie nya biasa aja. Lv1 uda pedes. Siomaynya enak. Tmpat panas, ga ada ac dan ga ada pembeda smooking n non smooking room minumnya instan kl teh tarik n jeruk. Jgn mengharap jeruk asli or teh tarik asli..hoho",4
setahun lalu,Mienya enak.. Tp Plis mbok ditambahi koki sm adminnya dikit. Tiap mau beli sini pake aplilasi g jd krn g tega sm. Abangnya ojek yg ngantri buanyak bgt pas mkn disana (sedih liatnya) .. Smg kedepannya bs ditingkatkan biar bs lebh gercep dlm …,2
9 bulan lalu,"tempat parkirnya sempit, kursinya juga sedikit",3
9 bulan lalu,"Ngedate pertama di Gacoan dong.. :D
Mienya enak banget.. bikin nagih.. Terimakasih atas pelayanannya.",5
setahun lalu,"Mie gacoan gojeknya super duper rameeeeeeeeeeee. Makanannya enak, dan murah parah. Dimsum cuma 10k an. Pesen 6 dimsum, 2 mie, sama 2 minum kurang dari 100k. Asli murah banget tapi rasanya ga murahan. Wajib kesini",5
5 bulan lalu,Gacoan y para driver online...,5
2 tahun lalu,Klo g mau antri gojekin aja 🤣🤣,5
setahun lalu,"Cukup padat pengunjung, pembayaran bisa cashless, menu terjangkau  ..",3
setahun lalu,tempat makan murah meriaaah...menunya jg oke2 kok pas di kantong anak muda...heheheh,5
2 minggu lalu,"Pegawainya ramah, tempatnya juga nyaman",5
9 bulan lalu,"Mi nya enak, pedesnya mantab",4
setahun lalu,enak dan nyaman,5
7 bulan lalu,"pelayanan cepat, makanan nikmat",5
10 bulan lalu,jam 21 sudah tutup,5
9 bulan lalu,"Enak, lezat",4
10 bulan lalu,mie paling laris dan rame tiap hari di jogjaa,5
7 bulan lalu,Tempatnya nyaman dengan harga terjangkau wkwk,5
2 tahun lalu,KEJAMNYA TEKNOLOGI YANG BANYAK TIDAK DISADARI. MIRIS,1
setahun lalu,"Mie nya enak, pelayanan cukup baik, dimsumnya enak, bagus lah, banyakin lagi cabangnya",5
setahun lalu,"Dear @mie_gacoan  konsepmu bagus, menumu juga nagih. Tapi sayang kamu masih pakai  Styrofoam tiap ada yg mau bungkus.  entah manajer Lo paham apa nggak kalo itu sangat merusak lingkungan bahkan bisa menimbulkan kanker juga bagi yang sering …",1
9 bulan lalu,Rameee hmm,5
setahun lalu,"Mie nya lumayan enak dan termasuk nya murah. Cuma pelayanannya agak kurang ya. Apalagi mbak mbak mas masnya pas dimintain tolong kayak ogah ogahan gitu. Terus sistem ordernya agak kurang bagus deh. Pas di panggil nama, mosok si pelayannya nanya, namanya A bukan? Tapi mukanya judes. Perlu di tingkatkan lagi deh kayaknya 😃",4
setahun lalu,Sukaaaa mienya lembut.. Bumbu pedas manisnya nendang.. Kalau dine in pelayanan cepat.. Tp dr kasir engga dikasih nomer meja jd pelayannya kudu tereak2 manggil nama customer dan bikin engga nyaman,5
2 tahun lalu,Banyak promo disini.. ini harga menunya,5
2 tahun lalu,Bikin macet,1
3 bulan lalu,Antrinya lama,1
setahun lalu,Mie dan dimsum nya uenak. Dan bisa di pesan lewat grab food...Wee ada promonya lagi....,5
setahun lalu,Tempatnya luas dan harganya terjangkau cuma antrinya kadang panjang.,5
2 tahun lalu,"Mie nya enak, pasti rame banget",5
2 tahun lalu,"Tempatnya enak dan strategis. Semi outdoor juga, meja kursi banyak.",5
10 bulan lalu,"Mantab Pokoknya,",5
setahun lalu,"Favorit mi iblis,  kalau ke jogja yg di kangeni mi gacoan bkn gudeg hahah",5
9 bulan lalu,Pedas kali,5
setahun lalu,"Pelayanan bagus, masakannya juga enak banget, walaupun agak mahal.",5
10 bulan lalu,Enak no debat,5
setahun lalu,mie enak dan murceee bgt di jogjaaaaaa,5
2 tahun lalu,Udah nyobain semua menu disini dan menurutku enak semua. Harga cenderung murah. Favorit aku mie iblis sama udang keju. Tapi aku kasih bintang 3 karna menurutku staff nya kurang ramah. Pernah suatu hari staff lagi ngantar makanan kepleset …,3
3 minggu lalu,Antriannya parah anjing!!!!!,1
setahun lalu,"Enak, tapi harusnya pemabayaran bisa pake gopay/ovo/debet, karena ga semua orang suka bawa uang cash banyak""",5
9 bulan lalu,Enak banget,5
8 bulan lalu,Pelayanan yg istimewa dan lokasi strategis 👍👍👍,5
setahun lalu,"Nyaman, bersih dan menu praktis cocok untuk nongkrong ringan di area dekat UNY-UGM",5
setahun lalu,"Enak, varian sidedishnya banyak tapi sayang kadang mienya nyampurnya ga rata jd ada yg pedes bgt ada yg hambar. Tp overall tetep suka sih💯",3
setahun lalu,"Tempatnya nyaman, pelayanan lumayan cepat dengan jumlah juru masak yang memadai",5
2 tahun lalu,"Makanannya enak. Bisa pesan level setengah soalnya level 1 udah pedes banget (menurutku). Di lantai 2 cukup nyaman karena banyak angin dari luar.
Tapi harus sabar karena antriannya panjang. Kalo bisa ke sana pas sebelum makan siang",4
setahun lalu,"Murah, enak, rame bet jadi males antri kadang2",5
setahun lalu,"Sama seperti gacoan di daerah lain, hanya kurang bersih",4
setahun lalu,"Mienya enak... Pedesnya mantul, pangsit isi ayamnya juara deh, bikin nagih... Tapi siap-siap aja untuk antri ketika mau ngerasain sensasi menu mie nya",4
4 bulan lalu,Tempatnya ngasikin..,5
2 tahun lalu,"Tempat nyaman, makanan enak. Terjangkau, sering ada promo",5
9 bulan lalu,paling suka mie level sama dimsumnya,5
11 bulan lalu,"Walau pun antri banyak, cepat pelayanan nya",5
2 tahun lalu,"Antriannya panjang bgt. Udh antrian panjang, kasirnya malah ngobrol huft. Seharusnya kasir jg dibedakan buat yg mau dine in atau take away khusus driver Grab/Gojek. Masa resto sebesar Gacoan kasir cuma 1? Kasian jg liat driver ojol nunggu lama bgt gitu. Rasa mie biasa aja, nothing special. Not recommended at all.",1
2 tahun lalu,"Tempat makan yang menyediakan menu dg nama2 jin. Mie goreng dg level2 kepedasan. Ada mie setan (pedes-asin), iblis (pedes-manis), angel (tidak pedas). Minuman : es tuyul (es buah-kecil), es genderuwo (es buah-jumbo), sundel bolong …",4
setahun lalu,Gak pernah bosen kesini mah walaupun ngantri panjang dan rame poll,5
setahun lalu,"tempatnya nyaman, pelayannya ramah2, dan soal antrian panjang emg wajar karna banyak bgt yang beli, harganya standar dan rasanya enak",5
11 bulan lalu,enak bngetttt...,5
2 tahun lalu,Enak,5
setahun lalu,"Auto rame kalau makan di tempat, tapi nyaman tempatnya",4
setahun lalu,Saya antre waktu hujan ketika sudah sampai kasir disuruh cari tempat dulu tanpa diinfokan terlebih dahulu..,2
8 bulan lalu,Enak buat nongkrong dan dimsumnya enakk,5
10 bulan lalu,Wenak. Tenan masakannya. Rekomen. Murah meriah,5
10 bulan lalu,Somay + sausnya recomended 👍👍juarak,5
setahun lalu,Untuk menu nya bervariasi dan enak walaupun kadang harus antri karena ramai sekali,5
10 bulan lalu,Pelayanan ramah  :),5
setahun lalu,"Hari ini order siomay di gacoan, bener bener kecewa. Enggak kayak biasanya, kek makan tepung",1
11 bulan lalu,Waduh pedesnya  pol beneran.. enak murah,4
11 bulan lalu,Mantap sekali..,5
2 tahun lalu,"tempat yang tidak disukai oleh ojek online, karena waktu antri dan menunggu yang lama. …",5
setahun lalu,terlalu penuh rame dan sesak. mie nya biasa. tp pangsitnya juarak,4
setahun lalu,"Mienya kesukaan banget, kecil2. Sambelnya juara, pedesnya ngga boongan. Tempatnya juga keren banget, kaya kafe2. Sayangnya satu, tempat parkir sangat sangat sangat terbatas.",5
setahun lalu,"Pesen di grab Mie setan (digambar ada kecapnya), eh dapatnya malah Mie iblis (yg TDK ada kecapnya) ini tolong yg bener yg mana ya? Trims",2
setahun lalu,"Dari luar terlihat saaaaangat ramai (udah berfikir bakal lama). Tapi ternyata pelayanannya sangat cepat, dan rasanya sangat cocok untuk para pecinta pedasss 😍",5
4 bulan lalu,Mantep poll,5
2 tahun lalu,"Selalu ramai setiap berkung ke sini. Mungkin lain kali, kasirnya bisa ditambah. Antriannya selalu sampai ke parkiran dan kadang kurang nyaman juga. Kemudian, sebaiknya saat mengantri diberi larangan merokok, soalnya cukup mengganggu (terutama para driver ojek online). Padahal posisi dapur dan area antrian tidak begitu jauh.",3
2 tahun lalu,Makanannya sangat enak sekali.  Tempat memadahi.  Namun minusnya hanya DI WC KURANG TERAWAT.  CACINGNYA BERANAK PINAK SETELAH SAYA HITUNG ADA 12 CACING :) Mohon diperhatikan juga yaaa untuk kebersihan kamar mandinya...,3
2 tahun lalu,Ini adalah kali pertamanya beli di mie gacoan abis udah males duluan kalo liat antriannya si pas lewat.  Waktu  itu order mie setan dan es tuyul pas pukuk 11.51 sengajar pas jumatan biar ga ngantri niatnya tapi ya ampun ternyata ga ngaruh …,3
2 tahun lalu,Biasanya antreannya lebih parah dari yg di seturan. Untung tadi pas ga begitu rame. Tp tetep 20 menitan 😔 …,2
setahun lalu,"Selalu antre selalu. Tp mie nya enak. Apalagi dimsumnya, sausnya itu lhooo enak e. Idolaku lah. Lebih suka dimsumnya sih drpd mie nya. Hehehew.",5
2 tahun lalu,"Yang suka mie pedes ditampar pakai palu..
Disini tempatnya..
Tapi Harus sabar ngantri pesan bayar nunggu orderan datang pokoknya extra sabar. …",4
setahun lalu,Bakminya enak banget... pengen kesana lagi,5
2 tahun lalu,"Mie Gacoan Colombo ini terletak dekat kampus UNY, jadi setiap makan disana pasti ramai dan harus mengantri. Parkir motor lumayan luas walaupun memakai badan jalan. Harga makanannya murah dan cocok untuk mahasiswa. Letaknya tepat dipinggir …",3
10 bulan lalu,enak pedessss,4
10 bulan lalu,Sangat ramai kalo pas jam makan,5
sebulan lalu,👎👎👎,1
2 tahun lalu,"Pelayanan kurang ramah, pesanan kurang 1, tdk mau disalahkan. Diharapkan agar lebih teliti dlm mengecek pesanan, khususnya dr driver online. Krn kasian driver nya bolak balik, tp malah nombok beli.
Terimakasih",1
2 tahun lalu,Perlu di tingkatkan lagi rasanya.sama tolong lah sediakan parkir mobil.banyak orang yg pakai mobil parkir sembarangan.kalau bisa sediakan 2 tempat kasir biar lebih cepat,3
setahun lalu,"Gak ada social distancing, mending bungkus",3
2 tahun lalu,Pelayanan Lama 1jam lebih Restoran Penghambat Pengrusak Perusuh Driver online. Kalau orderannya over load matiin App Gofood sama Grabfood. Biar gak kacau orderan gara2 gacokan.! Kita juga Butuh Duit Kerja Cari Duit Bukan Mau Nunggu 1jam lebih buat duit 8rb.!,1
2 tahun lalu,"Kasih bintang 3 aja yaa..
Soal rasa si enak, lidah saya cocok sama yang mie iblis,
Tp antrinya puanjaaang, karsirnya kurang komunikatif, pelayannya agak kurang …",3
setahun lalu,Sayang wifi nya nggak sampai lantai atas :'D,4
setahun lalu,"Sekarang sudah lumayan lah pelayanannya kalo order mrlalui grab/gojek sudah tidak harus nunggu ber jam jam, semoga makin lebih baik kedepannya",4
10 bulan lalu,Ramai banget,5
10 bulan lalu,Lelet pelayanan ya,1
11 bulan lalu,Servis baik,5
setahun lalu,Walaupun antri banyak tapi setelah makan mienya huhah,5
4 bulan lalu,Mantap,5
setahun lalu,"Enak makanannya, mayan cepet pelayanan.cuma panas aja sih karena tempatnya semi outdoor gitu",4
setahun lalu,Enak mie iblis berpadu dengan pangsit nyaa ntaps,5
10 bulan lalu,Endulitaaa cuman sering bgt antre lama,5
10 bulan lalu,Pedas nikmat,5
5 bulan lalu,Nyaman,4
setahun lalu,Tempat jas hujan harusnya di buatkan. Semacam gantungan. Ga bakal rugi bikin kaya gitu kok bosssss,1
setahun lalu,Rasanya enak ....pelayanan ok....harganya juga murah...cocok dan recommended banget buat para pecinta mie..😁,4
9 bulan lalu,"Ngantri itu biasa, heeee.....",5
setahun lalu,"Pelayan yang sangat ramah, tempat yang nyaman harga juga standar. :)",5
2 tahun lalu,Kalo mau kesini sepi itu pas adzan maghrib.. pas aku ke sini antrinya cuma 1 orang.. pas udah hampir isya antrinya sampai jalan raya dong.. mienya enak kaya mie ayam palembang afui di babarsari tapi di sini dibikin banyak variasi dan …,5
2 tahun lalu,"Over rated but not over price. Cocok untuk uji kesabaran dalam mengantri.

Untuk harga yang ada (kecuali harga es teh), saya anggap sepadan. Rasa yang …",3
2 tahun lalu,"Pengalaman buruk di mi gacoan!!!!
Tanggal 28 Mei 2019 saya datang ke mi gajoan bersama teman untuk buka puasa bersama.. …",1
setahun lalu,Cocok bagi penggemar mie dan mereka yang bersabar menunggu makanannya datang. Harganya murah dan rasanya cukup ramah dilidah.,3
2 tahun lalu,Rasa makanan masih sama kayak yg dulu. Tapi skrg pelayanan keliatan amburadul. Tolong diperbaiki dari semua sisi. Biar cs lebih nyaman buat nongkrong. Semoga menjadi saran yang positif 🙏 trimakasih,3
2 tahun lalu,enak dan harganya murah,5
setahun lalu,Kalo bisa di cabang Colombo dikasih menu es tuyul hehe,4
2 tahun lalu,Gacoan bikin geregetan. Buat yang pengen kesini mending jangan pas maghrib atau jam makan dehh.. soalnya antrinya ruamee sekali.,5
2 tahun lalu,Sudah beberapa kali ke Gacoan selalu antri mohon kasirnya ditambah menjadi 2 atau 3(jika perlu dibedakan yang grab/gojek dengan customer biasa) dan kasirnya sebaiknya bisa menjelaskan menu menu dengan ramah dan tidak jutek. …,1
2 tahun lalu,Sangat tidak d sarankan bagi yang sudah lapar....mending cari makan tempat lain..2 jam baru bisa menikmati hidangan....,1
2 tahun lalu,"Tempat yang ingin makan mie dengan harga murah meriah.
Favoritku mie angel karena aku kurang suka yang pedas-pedas. Minumnya es tuyul saja tapi sering kebanyakan esnya daripada minumnya. …",5
2 tahun lalu,"Mienya sih enak cuman kemarin saya ngajak Adek saya, tapi dianya udah kapok gk mau kesini lagi garagara nungguinnya lamaaa bangett.. hampir 1 jam",3
11 bulan lalu,"Tempatnya adem, dimsumnya enak 👍",4
setahun lalu,Dimsumnyaaa enak bangeeeettttt. Murah terus porsinya juga pas banget. Udang keju sama udah keriting sangat direkomendasikan!,5
2 tahun lalu,"Top paling laris,  paling la antri saking banyak yg minat, gunakan fasilitas ojol ojek online tuk memudahkan layanan,  kecuali bila anda berkunjung kelokasi resto.",5
2 tahun lalu,"Meja kotor, lengket2. Nunggu pesanan mie 60 menit blm dtg. Kasi bintang 2 cuman karena tempatnya di lantai 2 mayan luas buat ngobrol2 nyantai enak, bukan krn makanan dan layanannya.",2
11 bulan lalu,Rame sekali,5
11 bulan lalu,Di jamin...puas.....,5
11 bulan lalu,Pelayan nya cuek banget 😥😥😫,1
11 bulan lalu,Pelayanan ramah,4
2 tahun lalu,"Harga makanannya jelas murah, 10k doang, kadang ada diskon. Rasanya enak, ada yang pedes sm ada yg nggak pedes, pangsitnya sih yg paling enak. Sayangnya, minumannya kurang dan harganya termasuk mahal, terutama es teh sm es jeruk sih. …",4
2 tahun lalu,"Semua tidak melayani dengan senyum, Tidak ramah,  kasir tidak di bedakan take away dengan makan di tempat. Saya tidak tau apakah memang sistemnya seperti itu atau malah tidak mau tau dn tidak memprioritaskan pemesan di tempat.   Dan jika …",2
2 tahun lalu,"Murahhhhh, mie nya gk cuma abal2 pedes, tapi beneran ada rasa gurih. apalagi semua jenis dimsum nya hm endul bgt😢tempatnya buagus, gak nyaman krn rame (yaiyalah tmpt makan)😂",5
7 bulan lalu,Suka tempat dan menunya 🥰,5
2 tahun lalu,"Tempat lumayan
Pelayanan standard
Tolong lampu yg di lantai 1 yg di pojok tengah agak pusing soalnya bertumpuk dgn …",4
9 bulan lalu,Mie Gacoan masih yang terbaik.,5
setahun lalu,"Antriannya masyaallah sampe nutup parkiran dan ke jalan-jalan. Better order via ojol, duduk manis makanan sampai.",3
setahun lalu,Buka di minggir donggg,5
2 tahun lalu,"Terlalu lama tunggu, mau pesan makan aja sampai ber jam2 & kasir kl bisa d tambah donk, masa RM tidak pernah sepi, kasir cuma 1 aja....",1
2 tahun lalu,Bagus untuk keluarga maupun hangout dan makananya enak,5
2 tahun lalu,Mantul...,5
2 tahun lalu,"Makanan enak, cuman nunggu lama banget. Saran saja, kalau sekiranya sudah antrian dapur banyak. Aplikasi go resto dan grab food dimatikan dulu. Biar gak makin lama waktu tunggu pesanan jadi.",1
11 bulan lalu,Harga murah tdk membuat dompet jebol,4
2 tahun lalu,"Ramah di kantong mahasiswa, tempatnya juga luas",5
